itemId,name,level,ilevel,jobs,MId,shieldSize,scriptType,slot,rslot,su_level,model_id
28068,abatteur_subligar,99,"0",2594082,168,"0","0",128,"0","0",16552
15587,abs._flanchard_+1,75,"0",128,79,"0","0",128,"0","0",16463
10717,abs._flanchard_+2,90,"0",128,79,"0","0",128,"0","0",16463
15607,abtal_zerehs,59,"0",2497,171,"0","0",128,"0","0",16555
15124,abyss_flanchard,73,"0",128,79,"0","0",128,"0","0",16463
28131,acad._pants_+1,99,119,524288,214,"0","0",128,"0","0",16598
23261,acad._pants_+2,99,119,524288,214,"0","0",128,"0","0",16598
23596,acad._pants_+3,99,119,524288,214,"0","0",128,"0","0",16598
28110,academics_pants,99,109,524288,214,"0","0",128,"0","0",16598
12921,aces_hose,79,"0",10368,221,"0","0",128,"0","0",16605
27233,acro_breeches,99,119,10689,325,"0","0",128,"0","0",16709
12813,adaman_breeches,73,"0",385,63,"0","0",128,"0","0",16447
12804,adaman_cuisses,73,"0",65,55,"0","0",128,"0","0",16439
16382,adapas_slacks,78,"0",1065500,3,"0","0",128,"0","0",16387
28144,adapas_slacks_+1,99,118,1065500,3,"0","0",128,"0","0",16387
10327,adhara_seraweels,99,"0",49180,160,"0","0",128,"0","0",16544
27302,adhemar_kecks,99,119,2462754,320,"0","0",128,"0","0",16704
27303,adhemar_kecks_+1,99,119,2462754,320,"0","0",128,"0","0",16704
28176,aeto._trousers,99,114,2473969,6,"0","0",128,"0","0",16390
28177,aeto._trousers_+1,99,115,2473969,6,"0","0",128,"0","0",16390
11963,affronter_cuisses,92,"0",192,25,"0","0",128,"0","0",16409
27296,agent_pants,1,"0",4194303,407,"0","0",128,"0","0",16791
27152,agoge_cuisses,99,109,1,65,"0","0",128,"0","0",16449
27153,agoge_cuisses_+1,99,119,1,65,"0","0",128,"0","0",16449
23264,agoge_cuisses_+2,99,119,1,65,"0","0",128,"0","0",16449
23599,agoge_cuisses_+3,99,119,1,65,"0","0",128,"0","0",16449
23780,agwus_slops,99,119,3670024,468,"0","0",128,"0","0",16852
15369,aikido_koshita,50,"0",2,11,"0","0",128,"0","0",16395
10597,akasha_chaps,99,"0",1622556,111,"0","0",128,"0","0",16495
15608,akinji_salvars,55,"0",2473969,172,"0","0",128,"0","0",16556
11951,alcd._subligar_+1,87,"0",2594082,110,"0","0",128,"0","0",16494
10598,alcedo_cuisses,99,"0",193,112,"0","0",128,"0","0",16496
11950,alcides_subligar,87,"0",2594082,110,"0","0",128,"0","0",16494
28185,alliance_pants,1,"0",4194303,311,"0","0",128,"0","0",16695
15402,alumine_brayettes,45,"0",6593,150,"0","0",128,"0","0",16534
27304,amalric_slops,99,119,1622040,322,"0","0",128,"0","0",16706
27305,amalric_slops_+1,99,119,1622040,322,"0","0",128,"0","0",16706
11935,ambushers_hose,83,"0",2563106,94,"0","0",128,"0","0",16478
27257,amini_brague,99,109,1024,292,"0","0",128,"0","0",16676
27258,amini_brague_+1,99,119,1024,292,"0","0",128,"0","0",16676
15604,amir_dirs,72,"0",10433,174,"0","0",128,"0","0",16558
28112,anch._hose_+1,99,119,2,66,"0","0",128,"0","0",16450
23242,anch._hose_+2,99,119,2,66,"0","0",128,"0","0",16450
23577,anch._hose_+3,99,119,2,66,"0","0",128,"0","0",16450
28091,anchorites_hose,99,109,2,66,"0","0",128,"0","0",16450
23749,angantyr_tights,99,119,1720860,267,"0","0",128,"0","0",16651
14293,anglers_hose,15,"0",4194303,102,"0","0",128,"0","0",16486
27168,ankusa_trousers,99,109,256,81,"0","0",128,"0","0",16465
27169,ankusa_trousers_+1,99,119,256,81,"0","0",128,"0","0",16465
23272,ankusa_trousers_+2,99,119,256,81,"0","0",128,"0","0",16465
23607,ankusa_trousers_+3,99,119,256,81,"0","0",128,"0","0",16465
15638,anus_brais,15,"0",16900,21,"0","0",128,"0","0",16405
11233,aoidos_rhing._+1,83,"0",512,291,"0","0",128,"0","0",16675
